PartitionKey,FileType,ObjectName,HighLevelObject,ObjectDb,FileName,LineNumber,LinesOfCode,HighestEWISeverity,ConversionStatus,EWIs,UDFsUsed,NameOfUDFFiles,CharConversionPercentage,LoCConversionPercentage,EWIsNumber,ObjectDB,CharacterCount
828afdac-d04a-459f-8710-d4d791e407fd,SQL,FactFinance,CREATE TABLE,HR,01-tables.sql,476,16,Low,Fully Converted,MSCEWI2015,,,--,100%,1,,
828afdac-d04a-459f-8710-d4d791e407fd,SQL,DimProductSubcategory,CREATE TABLE,PRODUCT,01-tables.sql,494,14,Low,Fully Converted,MSCEWI2015,,,--,100%,1,,
828afdac-d04a-459f-8710-d4d791e407fd,SQL,FactSalesQuota,CREATE TABLE,SALES,01-tables.sql,510,15,Low,Fully Converted,MSCEWI2008,,,--,100%,1,,
828afdac-d04a-459f-8710-d4d791e407fd,SQL,DimCurrency,CREATE TABLE,HR,01-tables.sql,529,11,Low,Fully Converted,MSCEWI2015,,,--,100%,1,,
828afdac-d04a-459f-8710-d4d791e407fd,SQL,FactInternetSales,CREATE TABLE,SALES,01-tables.sql,544,34,Low,Fully Converted,MSCEWI2065 | MSCEWI2008,,,--,100%,2,,
828afdac-d04a-459f-8710-d4d791e407fd,SQL,DimScenario,CREATE TABLE,PRODUCT,01-tables.sql,581,10,Low,Fully Converted,MSCEWI2015,,,--,100%,1,,
828afdac-d04a-459f-8710-d4d791e407fd,SQL,DimCustomer,CREATE TABLE,SALES,01-tables.sql,593,37,Low,Fully Converted,MSCEWI2015,,,--,100%,1,,
828afdac-d04a-459f-8710-d4d791e407fd,SQL,PERSON_EMPLOYMENT_PERIOD,CREATE TABLE,HR,01-tables.sql,632,9,Low,Fully Converted,MSCEWI2040 | MSCEWI2053 | MSCEWI2065,,,--,100%,3,,
828afdac-d04a-459f-8710-d4d791e407fd,SQL,ACT_COUNT,CREATE TABLE,HR,01-tables.sql,643,9,Low,Fully Converted,MSCEWI2065,,,--,100%,1,,
828afdac-d04a-459f-8710-d4d791e407fd,SQL,EMPLOYEE,CREATE TABLE,HR,01-tables.sql,654,10,Low,Fully Converted,MSCEWI2065,,,--,100%,1,,
828afdac-d04a-459f-8710-d4d791e407fd,SQL,INTERVAL_DATA_TYPE,CREATE TABLE,PRODUCT,01-tables.sql,666,20,Low,Fully Converted,MSCEWI1036 | MSCEWI2065 | MSCEWI2015,,,--,100%,15,,
828afdac-d04a-459f-8710-d4d791e407fd,SQL,EMPLOYEE_PERIOD,CREATE TABLE,HR,01-tables.sql,688,16,Low,Fully Converted,MSCEWI2040 | MSCEWI2053 | MSCEWI2065 | MSCEWI2015,,,--,100%,4,,
828afdac-d04a-459f-8710-d4d791e407fd,SQL,EMPLOYEE_PHONE_INFO,CREATE TABLE,HR,01-tables.sql,706,11,Low,Fully Converted,MSCEWI2065,,,--,100%,1,,
828afdac-d04a-459f-8710-d4d791e407fd,SQL,ERR_SP_LOG,CREATE TABLE,PRODUCT,01-tables.sql,719,10,Low,Fully Converted,MSCEWI2065,,,--,100%,1,,
828afdac-d04a-459f-8710-d4d791e407fd,SQL,FLIGHTS,CREATE TABLE,HR,01-tables.sql,731,10,Low,Fully Converted,MSCEWI2065 | MSCEWI2015,,,--,100%,2,,
828afdac-d04a-459f-8710-d4d791e407fd,SQL,PERSON_LOGIN,CREATE TABLE,HR,01-tables.sql,743,9,Low,Fully Converted,MSCEWI2065,,,--,100%,1,,
828afdac-d04a-459f-8710-d4d791e407fd,SQL,INTERVAL_FUNCTION,CREATE / REPLACE VIEW,PRODUCT_VIEWS,02-views.sql,21,11,Low,Fully Converted,MSCEWI1020 | MSCEWI2053,,,--,100%,4,,
828afdac-d04a-459f-8710-d4d791e407fd,SQL,vtruncround,CREATE / REPLACE VIEW,PRODUCT_VIEWS,02-views.sql,38,21,Low,Fully Converted,MSCEWI1020 | MSCEWI1050,TRUNC_UDF|ROUND_DATE_UDF,TRUNC_UDF.sql|ROUND_DATE_UDF.sql,--,100%,9,,
828afdac-d04a-459f-8710-d4d791e407fd,SQL,REACHABLE_FROM,CREATE / REPLACE VIEW,HR_VIEWS,02-views.sql,65,20,,Fully Converted,,,,--,100%,0,,
828afdac-d04a-459f-8710-d4d791e407fd,SQL,FACTFINANCE_COPY_WITHOUT_DATA,CREATE TABLE,SALES_VIEWS,02-views.sql,101,3,,Fully Converted,,,,--,100%,0,,
828afdac-d04a-459f-8710-d4d791e407fd,SQL,INTERVAL_DATA_TYPE_V,CREATE / REPLACE VIEW,PRODUCT_VIEWS,02-views.sql,110,4,Low,Fully Converted,MSCEWI1050,,,--,100%,1,,
828afdac-d04a-459f-8710-d4d791e407fd,SQL,PERIOD_OVERLAP_LDIFF,CREATE / REPLACE VIEW,HR_VIEWS,02-views.sql,116,15,Low,Fully Converted,MSCEWI1020 | MSCEWI2053 | MSCEWI1050,PERIOD_OVERLAPS_UDF,PERIOD_UDF.sql,--,100%,14,,
828afdac-d04a-459f-8710-d4d791e407fd,SQL,INTERVAL_DATA,CREATE / REPLACE VIEW,PRODUCT_VIEWS,02-views.sql,134,18,,Fully Converted,,,,--,100%,0,,
828afdac-d04a-459f-8710-d4d791e407fd,SQL,PERIOD_INTERVAL_BEGIN,CREATE / REPLACE VIEW,PRODUCT_VIEWS,02-views.sql,154,19,Low,Fully Converted,MSCEWI1020 | MSCEWI2053 | MSCEWI1050,,,--,100%,7,,
828afdac-d04a-459f-8710-d4d791e407fd,SQL,MY_VIEW_11,CREATE / REPLACE VIEW,ORG_DEV,03-views-reorder-dependencies.sql,20,3,Low,Fully Converted,MSCEWI1050,,,--,100%,1,,
828afdac-d04a-459f-8710-d4d791e407fd,SQL,MY_VIEW_12,CREATE / REPLACE VIEW,ORG_DEV,03-views-reorder-dependencies.sql,26,3,Low,Fully Converted,MSCEWI1050,,,--,100%,1,,
828afdac-d04a-459f-8710-d4d791e407fd,SQL,MY_VIEW_1,CREATE / REPLACE VIEW,ORG_DEV,03-views-reorder-dependencies.sql,34,3,,Fully Converted,,,,--,100%,0,,
828afdac-d04a-459f-8710-d4d791e407fd,SQL,MY_VIEW_2,CREATE / REPLACE VIEW,ORG_DEV,03-views-reorder-dependencies.sql,40,3,,Fully Converted,,,,--,100%,0,,
828afdac-d04a-459f-8710-d4d791e407fd,SQL,MY_VIEW_3,CREATE / REPLACE VIEW,ORG_DEV,03-views-reorder-dependencies.sql,46,3,Low,Fully Converted,MSCEWI1050,,,--,100%,1,,
828afdac-d04a-459f-8710-d4d791e407fd,SQL,ACT_COUNT,CREATE TABLE,Undefined DB name,table/hr/act_count.sql,2,9,Low,Fully Converted,MSCEWI2065,,,--,100%,1,,
